user,item,label,alpha_user,alpha_item,user_deg,item_deg,user_deg_decile,item_deg_decile,pair_id
12733,32283,Positive,0.035087719559669495,0.0,43.0,27.0,4,3,8604
12733,11175,Matched Negative,0.0,0.0,43.0,28.0,4,3,8604
26477,26288,Positive,0.054794520139694214,0.06976744532585144,43.0,94.0,4,8,8605
26477,19698,Matched Negative,0.0,0.0,43.0,75.0,4,8,8605
33119,12493,Positive,0.0,0.0,43.0,38.0,4,5,8606
33119,3605,Matched Negative,0.0,0.0,43.0,37.0,4,5,8606
46993,25697,Positive,0.0,0.0,42.0,46.0,4,6,8607
46993,38053,Matched Negative,0.0,0.0,42.0,43.0,4,6,8607
23458,3464,Positive,0.06873945891857147,0.0,42.0,58.0,4,7,8608
23458,10053,Matched Negative,0.0,0.0,42.0,62.0,4,7,8608
4781,12322,Positive,0.03999999910593033,0.0,45.0,82.0,4,8,8609
4781,12403,Matched Negative,0.0,0.0,45.0,91.0,4,8,8609
2505,13475,Positive,0.0,0.0,44.0,62.0,4,7,8610
2505,8705,Matched Negative,0.0,0.0,44.0,58.0,4,7,8610
2339,6568,Positive,0.0,0.0,43.0,84.0,4,8,8611
2339,18841,Matched Negative,0.0,0.0,43.0,75.0,4,8,8611
3310,2486,Positive,0.0,0.04054053872823715,43.0,98.0,4,8,8612
3310,29041,Matched Negative,0.0,0.0,43.0,103.0,4,8,8612
34496,29017,Positive,0.042553190141916275,0.0,44.0,77.0,4,8,8613
34496,5099,Matched Negative,0.0,0.0,44.0,87.0,4,8,8613
9114,3757,Positive,0.0,0.0,44.0,72.0,4,8,8614
9114,16218,Matched Negative,0.0,0.0,44.0,73.0,4,8,8614
44127,32989,Positive,0.0,0.0,43.0,44.0,4,6,8615
44127,11812,Matched Negative,0.0,0.0,43.0,48.0,4,6,8615
37058,21835,Positive,0.0,0.0,44.0,38.0,4,5,8616
37058,6992,Matched Negative,0.0,0.0,44.0,43.0,4,5,8616
13811,7971,Positive,0.10526315867900848,0.0,43.0,87.0,4,8,8617
13811,23482,Matched Negative,0.0,0.0,43.0,83.0,4,8,8617
37349,2673,Positive,0.0,0.0,42.0,41.0,4,5,8618
37349,32599,Matched Negative,0.0,0.0,42.0,36.0,4,5,8618
17571,38285,Positive,0.0,0.0,43.0,30.0,4,3,8619
17571,17760,Matched Negative,0.0,0.0,43.0,28.0,4,3,8619
3595,16681,Positive,0.05000000074505806,0.0,44.0,61.0,4,7,8620
3595,13074,Matched Negative,0.0,0.0,44.0,58.0,4,7,8620
11926,10207,Positive,0.05942748859524727,0.05308988690376282,44.0,48.0,4,6,8621
11926,18152,Matched Negative,0.0,0.0,44.0,48.0,4,6,8621
24484,32639,Positive,0.05426855385303497,0.0,42.0,43.0,4,6,8622
24484,34138,Matched Negative,0.0,0.0,42.0,50.0,4,6,8622
22356,14758,Positive,0.0,0.0,44.0,17.0,4,0,8623
22356,15403,Matched Negative,0.0,0.0,44.0,18.0,4,0,8623
8156,9253,Positive,0.0620332770049572,0.0,43.0,254.0,4,9,8624
8156,760,Matched Negative,0.0,0.0,43.0,562.0,4,9,8624
36292,28609,Positive,0.0,0.0,43.0,90.0,4,8,8625
36292,15269,Matched Negative,0.0,0.0,43.0,84.0,4,8,8625
27816,12999,Positive,0.0555555559694767,0.0,42.0,157.0,4,9,8626
27816,111,Matched Negative,0.0,0.0,42.0,152.0,4,9,8626
46163,40329,Positive,0.0,0.0,42.0,15.0,4,0,8627
46163,34173,Matched Negative,0.0,0.0,42.0,15.0,4,0,8627
4117,8573,Positive,0.05202312022447586,0.0,45.0,247.0,4,9,8628
4117,1545,Matched Negative,0.0,0.0,45.0,699.0,4,9,8628
15366,40027,Positive,0.0,0.0,43.0,27.0,4,3,8629
15366,29419,Matched Negative,0.0,0.0,43.0,28.0,4,3,8629
12135,14357,Positive,0.0,0.0,44.0,176.0,4,9,8630
12135,17564,Matched Negative,0.0,0.0,44.0,114.0,4,9,8630
19867,1739,Positive,0.08824862539768219,0.06473895907402039,43.0,544.0,4,9,8631
19867,4175,Matched Negative,0.0,0.0,43.0,445.0,4,9,8631
208,8527,Positive,0.0,0.0,44.0,37.0,4,5,8632
208,34625,Matched Negative,0.0,0.0,44.0,37.0,4,5,8632
43031,34339,Positive,0.0,0.0,43.0,32.0,4,4,8633
43031,22958,Matched Negative,0.0,0.0,43.0,33.0,4,4,8633
19438,17592,Positive,0.04615384712815285,0.0,43.0,37.0,4,5,8634
19438,37726,Matched Negative,0.0,0.0,43.0,41.0,4,5,8634
31035,2659,Positive,0.06601731479167938,0.0,42.0,43.0,4,5,8635
31035,5779,Matched Negative,0.0,0.0,42.0,37.0,4,5,8635
42096,2416,Positive,0.0,0.0,43.0,1016.0,4,9,8636
42096,8995,Matched Negative,0.0,0.0,43.0,195.0,4,9,8636
22131,5499,Positive,0.0,0.0,43.0,150.0,4,9,8637
22131,17514,Matched Negative,0.0,0.0,43.0,126.0,4,9,8637
14295,13794,Positive,0.0,0.0625,44.0,32.0,4,4,8638
14295,29330,Matched Negative,0.0,0.0,44.0,32.0,4,4,8638
47497,24871,Positive,0.07526881992816925,0.0,42.0,49.0,4,6,8639
47497,17608,Matched Negative,0.0,0.0,42.0,46.0,4,6,8639
6588,8400,Positive,0.057637572288513184,0.052098505198955536,45.0,74.0,4,8,8640
6588,14022,Matched Negative,0.0,0.0,45.0,82.0,4,8,8640
44945,36742,Positive,0.07692307978868484,0.0,43.0,24.0,4,2,8641
44945,8902,Matched Negative,0.0,0.0,43.0,27.0,4,2,8641
21910,3970,Positive,0.0,0.056179776787757874,43.0,486.0,4,9,8642
21910,7301,Matched Negative,0.0,0.0,43.0,137.0,4,9,8642
735,2701,Positive,0.0,0.0,43.0,105.0,4,8,8643
735,16278,Matched Negative,0.0,0.0,43.0,80.0,4,8,8643
40164,26745,Positive,0.04123711213469505,0.0,44.0,50.0,4,6,8644
40164,27198,Matched Negative,0.0,0.0,44.0,45.0,4,6,8644
39060,14437,Positive,0.0731707289814949,0.0,42.0,63.0,4,7,8645
39060,25738,Matched Negative,0.0,0.0,42.0,58.0,4,7,8645
12919,7247,Positive,0.05999999865889549,0.0,44.0,31.0,4,3,8646
12919,36463,Matched Negative,0.0,0.0,44.0,27.0,4,3,8646
2792,22621,Positive,0.0,0.0,43.0,31.0,4,3,8647
2792,26743,Matched Negative,0.0,0.0,43.0,30.0,4,3,8647
10566,20954,Positive,0.0,0.0,43.0,75.0,4,8,8648
10566,25375,Matched Negative,0.0,0.0,43.0,75.0,4,8,8648
36659,29432,Positive,0.0,0.0,42.0,43.0,4,6,8649
36659,29449,Matched Negative,0.0,0.0,42.0,51.0,4,6,8649
8484,27609,Positive,0.0477055124938488,0.0,45.0,41.0,4,5,8650
8484,26850,Matched Negative,0.0,0.0,45.0,39.0,4,5,8650
18846,18079,Positive,0.0,0.0,44.0,137.0,4,9,8651
18846,1305,Matched Negative,0.046341463923454285,0.0,44.0,161.0,4,9,8651
23063,9342,Positive,0.0833333358168602,0.0,43.0,103.0,4,8,8652
23063,23602,Matched Negative,0.0,0.0,43.0,105.0,4,8,8652
47359,3441,Positive,0.0,0.0,42.0,103.0,4,8,8653
47359,29150,Matched Negative,0.0,0.0,42.0,72.0,4,8,8653
18504,12983,Positive,0.0,0.05000000074505806,44.0,43.0,4,5,8654
18504,15758,Matched Negative,0.0,0.0,44.0,38.0,4,5,8654
12567,13059,Positive,0.05344519019126892,0.0,43.0,335.0,4,9,8655
12567,1516,Matched Negative,0.0,0.0,43.0,118.0,4,9,8655
4459,17541,Positive,0.06557376682758331,0.0,43.0,32.0,4,4,8656
4459,23675,Matched Negative,0.0,0.0,43.0,35.0,4,4,8656
445,1652,Positive,0.0,0.0,44.0,527.0,4,9,8657
445,6935,Matched Negative,0.0,0.0,44.0,240.0,4,9,8657
42198,6209,Positive,0.0,0.0,43.0,346.0,4,9,8658
42198,20280,Matched Negative,0.0,0.0,43.0,119.0,4,9,8658
31106,9933,Positive,0.044833458960056305,0.0,42.0,439.0,4,9,8659
31106,12084,Matched Negative,0.0,0.0,42.0,143.0,4,9,8659
23676,18464,Positive,0.07453416287899017,0.0,44.0,126.0,4,9,8660
23676,886,Matched Negative,0.0,0.0,44.0,112.0,4,9,8660
47817,9872,Positive,0.0,0.0,43.0,204.0,4,9,8661
47817,8543,Matched Negative,0.0,0.0,43.0,110.0,4,9,8661
7716,5813,Positive,0.06375227868556976,0.04772727191448212,44.0,307.0,4,9,8662
7716,12186,Matched Negative,0.0,0.0,44.0,191.0,4,9,8662
46505,24043,Positive,0.0,0.15714286267757416,44.0,18.0,4,0,8663
46505,29997,Matched Negative,0.0,0.0,44.0,14.0,4,0,8663
34496,14738,Positive,0.0,0.0,44.0,32.0,4,4,8664
34496,17703,Matched Negative,0.0,0.0,44.0,32.0,4,4,8664
2070,32427,Positive,0.052173912525177,0.05376344174146652,44.0,48.0,4,6,8665
2070,33021,Matched Negative,0.0,0.0,44.0,48.0,4,6,8665
5079,17155,Positive,0.0,0.0,45.0,47.0,4,6,8666
5079,21843,Matched Negative,0.0,0.0,45.0,49.0,4,6,8666
30856,2444,Positive,0.0335051529109478,0.0,44.0,331.0,4,9,8667
30856,1435,Matched Negative,0.0,0.0,44.0,313.0,4,9,8667
4719,387,Positive,0.0,0.0,43.0,747.0,4,9,8668
4719,2491,Matched Negative,0.0,0.0,43.0,261.0,4,9,8668
23938,1397,Positive,0.0,0.0,43.0,175.0,4,9,8669
23938,13106,Matched Negative,0.0,0.0,43.0,150.0,4,9,8669
15226,16433,Positive,0.05128205195069313,0.0,44.0,18.0,4,0,8670
15226,37087,Matched Negative,0.0,0.0,44.0,14.0,4,0,8670
22970,19214,Positive,0.0,0.0,43.0,69.0,4,7,8671
22970,6253,Matched Negative,0.0,0.0,43.0,69.0,4,7,8671
970,824,Positive,0.0,0.0,45.0,58.0,4,7,8672
970,35396,Matched Negative,0.0,0.0,45.0,54.0,4,7,8672
22965,29257,Positive,0.045263879001140594,0.0,42.0,76.0,4,8,8673
22965,2826,Matched Negative,0.0,0.0,42.0,77.0,4,8,8673
28070,821,Positive,0.0,0.0,43.0,363.0,4,9,8674
28070,25359,Matched Negative,0.0,0.0,43.0,122.0,4,9,8674
28396,16605,Positive,0.028776979073882103,0.0,43.0,77.0,4,8,8675
28396,4400,Matched Negative,0.0,0.0,43.0,73.0,4,8,8675
47054,8259,Positive,0.0,0.0,44.0,189.0,4,9,8676
47054,3917,Matched Negative,0.0,0.0,44.0,385.0,4,9,8676
17901,15721,Positive,0.0,0.0,43.0,114.0,4,9,8677
17901,11376,Matched Negative,0.0416666679084301,0.0,43.0,140.0,4,9,8677
9032,13041,Positive,0.0321141853928566,0.0,43.0,242.0,4,9,8678
9032,7196,Matched Negative,0.0,0.0,43.0,143.0,4,9,8678
11401,8008,Positive,0.05585441365838051,0.0,43.0,158.0,4,9,8679
11401,550,Matched Negative,0.0,0.0,43.0,411.0,4,9,8679
37641,4973,Positive,0.0,0.0,44.0,196.0,4,9,8680
37641,7869,Matched Negative,0.0,0.0,44.0,113.0,4,9,8680
43770,15738,Positive,0.0,0.0,43.0,60.0,4,7,8681
43770,19435,Matched Negative,0.0,0.0,43.0,58.0,4,7,8681
28567,16115,Positive,0.053000304847955704,0.0,42.0,44.0,4,6,8682
28567,24013,Matched Negative,0.0,0.0,42.0,50.0,4,6,8682
8980,33917,Positive,0.0,0.0,44.0,22.0,4,1,8683
8980,33244,Matched Negative,0.0,0.0,44.0,19.0,4,1,8683
26616,1020,Positive,0.0,0.0,43.0,229.0,4,9,8684
26616,20374,Matched Negative,0.0,0.0,43.0,122.0,4,9,8684
3833,20583,Positive,0.1222623661160469,0.03658536449074745,44.0,74.0,4,8,8685
3833,15231,Matched Negative,0.0,0.0,44.0,84.0,4,8,8685
9389,18643,Positive,0.0,0.0,44.0,114.0,4,9,8686
9389,9400,Matched Negative,0.0,0.0,44.0,129.0,4,9,8686
10320,27445,Positive,0.11428571492433548,0.0,44.0,19.0,4,1,8687
10320,19101,Matched Negative,0.0,0.0,44.0,23.0,4,1,8687
41360,23989,Positive,0.0,0.0,44.0,117.0,4,9,8688
41360,9129,Matched Negative,0.04177897423505783,0.0,44.0,184.0,4,9,8688
34060,15013,Positive,0.0,0.0,44.0,74.0,4,8,8689
34060,4608,Matched Negative,0.0,0.0,44.0,78.0,4,8,8689
36544,36529,Positive,0.0,0.0,44.0,75.0,4,8,8690
36544,2030,Matched Negative,0.0,0.0,44.0,81.0,4,8,8690
39003,5298,Positive,0.1111111119389534,0.0,43.0,47.0,4,6,8691
39003,15883,Matched Negative,0.0,0.0,43.0,47.0,4,6,8691
20894,26216,Positive,0.13793103396892548,0.0,44.0,67.0,4,7,8692
20894,4913,Matched Negative,0.0,0.0,44.0,58.0,4,7,8692
40917,26031,Positive,0.0,0.0,42.0,34.0,4,4,8693
40917,39849,Matched Negative,0.0,0.0,42.0,35.0,4,4,8693
6955,22662,Positive,0.0,0.0,45.0,44.0,4,6,8694
6955,30491,Matched Negative,0.0,0.0,45.0,52.0,4,6,8694
9957,1833,Positive,0.08571428805589676,0.0,43.0,19.0,4,1,8695
9957,17214,Matched Negative,0.0,0.0,43.0,23.0,4,1,8695
37702,19877,Positive,0.0982142835855484,0.05157307907938957,43.0,52.0,4,6,8696
37702,3498,Matched Negative,0.0,0.0,43.0,49.0,4,6,8696
14564,5813,Positive,0.07062850147485733,0.059867098927497864,43.0,307.0,4,9,8697
14564,9447,Matched Negative,0.0,0.0,43.0,222.0,4,9,8697
323,11975,Positive,0.0,0.0,45.0,56.0,4,7,8698
323,24403,Matched Negative,0.0,0.0,45.0,60.0,4,7,8698
28202,10587,Positive,0.06319999694824219,0.0,42.0,657.0,4,9,8699
28202,1841,Matched Negative,0.0,0.0,42.0,333.0,4,9,8699
44790,31785,Positive,0.0,0.0,42.0,40.0,4,5,8700
44790,35371,Matched Negative,0.0,0.0,42.0,38.0,4,5,8700
35371,6276,Positive,0.0,0.0,43.0,146.0,4,9,8701
35371,1092,Matched Negative,0.0,0.0,43.0,128.0,4,9,8701
35247,4906,Positive,0.0,0.0,43.0,247.0,4,9,8702
35247,20723,Matched Negative,0.0,0.0,43.0,129.0,4,9,8702
21175,2879,Positive,0.0,0.0,42.0,58.0,4,7,8703
21175,15715,Matched Negative,0.0,0.0,42.0,65.0,4,7,8703
6155,24023,Positive,0.0,0.0,44.0,25.0,4,2,8704
6155,12674,Matched Negative,0.0,0.0,44.0,27.0,4,2,8704
3939,14774,Positive,0.0,0.0,43.0,29.0,4,3,8705
3939,29143,Matched Negative,0.0,0.0,43.0,27.0,4,3,8705
2151,30700,Positive,0.0,0.0,43.0,74.0,4,8,8706
2151,5532,Matched Negative,0.0,0.0,43.0,99.0,4,8,8706
47389,12340,Positive,0.0,0.037974681705236435,44.0,48.0,4,6,8707
47389,12022,Matched Negative,0.0,0.0,44.0,47.0,4,6,8707
40664,679,Positive,0.0,0.0,44.0,229.0,4,9,8708
40664,11199,Matched Negative,0.0,0.0,44.0,117.0,4,9,8708
47232,17784,Positive,0.0,0.0,42.0,76.0,4,8,8709
47232,27577,Matched Negative,0.0,0.0,42.0,71.0,4,8,8709
4200,28704,Positive,0.05895281955599785,0.06328320503234863,43.0,33.0,4,4,8710
4200,28682,Matched Negative,0.0,0.0,43.0,32.0,4,4,8710
20829,15613,Positive,0.0714285746216774,0.0,43.0,39.0,4,5,8711
20829,36320,Matched Negative,0.0,0.0,43.0,39.0,4,5,8711
38639,12179,Positive,0.08974359184503555,0.0,43.0,46.0,4,6,8712
38639,6069,Matched Negative,0.0,0.0,43.0,46.0,4,6,8712
46923,34256,Positive,0.060975611209869385,0.0,42.0,99.0,4,8,8713
46923,2380,Matched Negative,0.0,0.03703703731298447,42.0,84.0,4,8,8713
45105,4618,Positive,0.03476669639348984,0.0,42.0,624.0,4,9,8714
45105,1653,Matched Negative,0.0,0.0,42.0,377.0,4,9,8714
43659,25570,Positive,0.0,0.0,43.0,49.0,4,6,8715
43659,29907,Matched Negative,0.0,0.0,43.0,46.0,4,6,8715
2481,4178,Positive,0.0,0.0,43.0,103.0,4,8,8716
2481,26245,Matched Negative,0.0,0.0,43.0,74.0,4,8,8716
4238,6292,Positive,0.05025125667452812,0.0,43.0,36.0,4,4,8717
4238,8666,Matched Negative,0.0,0.0,43.0,33.0,4,4,8717
11671,12694,Positive,0.0,0.0,43.0,175.0,4,9,8718
11671,14495,Matched Negative,0.0,0.0,43.0,186.0,4,9,8718
39363,20688,Positive,0.04760907590389252,0.0,42.0,121.0,4,9,8719
39363,4999,Matched Negative,0.0,0.0,42.0,135.0,4,9,8719
27675,627,Positive,0.0579216368496418,0.0,43.0,763.0,4,9,8720
27675,24192,Matched Negative,0.0,0.0,43.0,124.0,4,9,8720
30062,24281,Positive,0.07473540306091309,0.0,42.0,36.0,4,4,8721
30062,31289,Matched Negative,0.0,0.0,42.0,31.0,4,4,8721
13810,957,Positive,0.0,0.0,43.0,550.0,4,9,8722
13810,18609,Matched Negative,0.0,0.057692307978868484,43.0,137.0,4,9,8722
38166,30137,Positive,0.0,0.0,44.0,40.0,4,5,8723
38166,17388,Matched Negative,0.0,0.0,44.0,41.0,4,5,8723
3858,8594,Positive,0.0991252213716507,0.06219474971294403,43.0,44.0,4,6,8724
3858,26309,Matched Negative,0.0,0.0,43.0,44.0,4,6,8724
43286,31549,Positive,0.0,0.0,42.0,75.0,4,8,8725
43286,20309,Matched Negative,0.0,0.0,42.0,78.0,4,8,8725
47300,3385,Positive,0.0,0.0,43.0,614.0,4,9,8726
47300,6556,Matched Negative,0.0,0.0,43.0,175.0,4,9,8726
46476,5760,Positive,0.0,0.0,43.0,96.0,4,8,8727
46476,15712,Matched Negative,0.0,0.0,43.0,87.0,4,8,8727
36252,9643,Positive,0.045753590762615204,0.0,44.0,90.0,4,8,8728
36252,6785,Matched Negative,0.0,0.0,44.0,104.0,4,8,8728
9360,1145,Positive,0.0,0.0,45.0,175.0,4,9,8729
9360,18054,Matched Negative,0.0,0.0,45.0,110.0,4,9,8729
33906,35865,Positive,0.09210623800754547,0.0,44.0,27.0,4,3,8730
33906,39689,Matched Negative,0.0,0.0,44.0,27.0,4,3,8730
23355,21714,Positive,0.0,0.0,44.0,35.0,4,4,8731
23355,6445,Matched Negative,0.0,0.0,44.0,33.0,4,4,8731
9114,23066,Positive,0.0,0.0,44.0,60.0,4,7,8732
9114,28106,Matched Negative,0.0,0.0,44.0,69.0,4,7,8732
46444,4991,Positive,0.0,0.0,42.0,28.0,4,3,8733
46444,38545,Matched Negative,0.0,0.0,42.0,29.0,4,3,8733
29269,39928,Positive,0.08755981177091599,0.0,43.0,21.0,4,1,8734
29269,2664,Matched Negative,0.0,0.0,43.0,23.0,4,1,8734
42756,30199,Positive,0.0625,0.04938271641731262,43.0,55.0,4,7,8735
42756,27706,Matched Negative,0.0,0.0,43.0,54.0,4,7,8735
27955,5475,Positive,0.0,0.0,43.0,482.0,4,9,8736
27955,4018,Matched Negative,0.0,0.0,43.0,231.0,4,9,8736
21707,34759,Positive,0.0,0.0,43.0,19.0,4,1,8737
21707,33884,Matched Negative,0.0,0.0,43.0,19.0,4,1,8737
27936,5994,Positive,0.0,0.0,42.0,35.0,4,4,8738
27936,36562,Matched Negative,0.0,0.0,42.0,34.0,4,4,8738
10480,31136,Positive,0.0347222238779068,0.0,43.0,57.0,4,7,8739
10480,25167,Matched Negative,0.0,0.0,43.0,59.0,4,7,8739
17829,9334,Positive,0.06005221977829933,0.04301075264811516,44.0,216.0,4,9,8740
17829,11251,Matched Negative,0.0,0.0,44.0,121.0,4,9,8740
45768,3635,Positive,0.03584229573607445,0.0,42.0,324.0,4,9,8741
45768,10304,Matched Negative,0.0,0.0,42.0,110.0,4,9,8741
10297,26657,Positive,0.0,0.0,43.0,56.0,4,7,8742
10297,17219,Matched Negative,0.0,0.0,43.0,54.0,4,7,8742
2447,526,Positive,0.0,0.0,45.0,48.0,4,6,8743
2447,338,Matched Negative,0.0,0.0,45.0,46.0,4,6,8743
39367,40712,Positive,0.05681818351149559,0.051948051899671555,44.0,23.0,4,2,8744
39367,7999,Matched Negative,0.0,0.0,44.0,27.0,4,2,8744
22112,248,Positive,0.08407257497310638,0.0,43.0,31.0,4,3,8745
22112,12985,Matched Negative,0.0,0.0,43.0,30.0,4,3,8745
12011,4065,Positive,0.034898221492767334,0.0,43.0,199.0,4,9,8746
12011,11565,Matched Negative,0.0,0.0,43.0,121.0,4,9,8746
12919,35400,Positive,0.0,0.0,44.0,50.0,4,6,8747
12919,18878,Matched Negative,0.0,0.0,44.0,50.0,4,6,8747
780,1942,Positive,0.0,0.0,44.0,223.0,4,9,8748
780,7114,Matched Negative,0.0,0.0,44.0,133.0,4,9,8748
34518,20707,Positive,0.0,0.0,43.0,154.0,4,9,8749
34518,2493,Matched Negative,0.0,0.0,43.0,136.0,4,9,8749
35040,14742,Positive,0.03747072443366051,0.0,43.0,142.0,4,9,8750
35040,368,Matched Negative,0.0,0.0,43.0,221.0,4,9,8750
29411,17669,Positive,0.031976744532585144,0.051948051899671555,42.0,130.0,4,9,8751
29411,4531,Matched Negative,0.0,0.0,42.0,329.0,4,9,8751
8161,773,Positive,0.0,0.0,43.0,672.0,4,9,8752
8161,11800,Matched Negative,0.0,0.0,43.0,583.0,4,9,8752
44502,1938,Positive,0.0,0.05882352963089943,44.0,358.0,4,9,8753
44502,1214,Matched Negative,0.0,0.0,44.0,133.0,4,9,8753
13408,31364,Positive,0.0,0.0,44.0,39.0,4,5,8754
13408,32491,Matched Negative,0.0,0.0,44.0,41.0,4,5,8754
25931,24075,Positive,0.0,0.0,42.0,51.0,4,6,8755
25931,20768,Matched Negative,0.0,0.0,42.0,51.0,4,6,8755
26576,1712,Positive,0.09003113210201263,0.0,42.0,180.0,4,9,8756
26576,4713,Matched Negative,0.0,0.0,42.0,133.0,4,9,8756
10198,8696,Positive,0.0,0.0,45.0,209.0,4,9,8757
10198,5883,Matched Negative,0.0,0.0,45.0,119.0,4,9,8757
27050,2906,Positive,0.0,0.0,44.0,64.0,4,7,8758
27050,27459,Matched Negative,0.0,0.0,44.0,58.0,4,7,8758
18197,10467,Positive,0.09631001949310303,0.0648106187582016,44.0,58.0,4,7,8759
18197,23766,Matched Negative,0.0,0.0,44.0,63.0,4,7,8759
35451,41266,Positive,0.0,0.0,42.0,13.0,4,0,8760
35451,5295,Matched Negative,0.0,0.0,42.0,11.0,4,0,8760
5987,5015,Positive,0.0,0.0,45.0,241.0,4,9,8761
5987,1997,Matched Negative,0.0,0.05319149047136307,45.0,388.0,4,9,8761
18337,19055,Positive,0.0,0.0,44.0,162.0,4,9,8762
18337,8337,Matched Negative,0.0,0.0,44.0,140.0,4,9,8762
6196,16531,Positive,0.06537530571222305,0.049339279532432556,45.0,292.0,4,9,8763
6196,1764,Matched Negative,0.0,0.0,45.0,553.0,4,9,8763
40160,98,Positive,0.0,0.0470588244497776,42.0,569.0,4,9,8764
40160,10705,Matched Negative,0.0,0.0,42.0,210.0,4,9,8764
1988,19927,Positive,0.04125683009624481,0.0,44.0,45.0,4,6,8765
1988,5298,Matched Negative,0.0,0.0,44.0,47.0,4,6,8765
7024,32645,Positive,0.0,0.0,43.0,48.0,4,6,8766
7024,22974,Matched Negative,0.0,0.0,43.0,43.0,4,6,8766
31227,24976,Positive,0.04651162773370743,0.0416666679084301,42.0,67.0,4,7,8767
31227,30858,Matched Negative,0.0,0.0,42.0,59.0,4,7,8767
12060,406,Positive,0.0,0.039603959769010544,44.0,539.0,4,9,8768
12060,1916,Matched Negative,0.0,0.0,44.0,122.0,4,9,8768
40160,596,Positive,0.0,0.0,42.0,390.0,4,9,8769
40160,11797,Matched Negative,0.0,0.0,42.0,111.0,4,9,8769
25128,15612,Positive,0.0,0.0,42.0,51.0,4,6,8770
25128,24782,Matched Negative,0.0,0.0,42.0,45.0,4,6,8770
31198,40732,Positive,0.0,0.0,44.0,20.0,4,1,8771
31198,39206,Matched Negative,0.0,0.0,44.0,21.0,4,1,8771
34488,16710,Positive,0.0,0.0,43.0,59.0,4,7,8772
34488,33239,Matched Negative,0.0,0.0,43.0,62.0,4,7,8772
16268,2951,Positive,0.0,0.0,43.0,123.0,4,9,8773
16268,1995,Matched Negative,0.0,0.0,43.0,343.0,4,9,8773
19985,3574,Positive,0.07857143133878708,0.0,44.0,100.0,4,8,8774
19985,2309,Matched Negative,0.0,0.04938271641731262,44.0,72.0,4,8,8774
27896,9232,Positive,0.09883721172809601,0.0,42.0,87.0,4,8,8775
27896,7864,Matched Negative,0.0,0.0,42.0,77.0,4,8,8775
46089,2601,Positive,0.0,0.0,42.0,338.0,4,9,8776
46089,9248,Matched Negative,0.0,0.0,42.0,222.0,4,9,8776
35145,26319,Positive,0.0,0.0,44.0,61.0,4,7,8777
35145,24830,Matched Negative,0.0,0.0,44.0,65.0,4,7,8777
7160,600,Positive,0.0,0.0,43.0,112.0,4,9,8778
7160,646,Matched Negative,0.0,0.0,43.0,119.0,4,9,8778
24320,292,Positive,0.0,0.0,44.0,914.0,4,9,8779
24320,3541,Matched Negative,0.0,0.0,44.0,111.0,4,9,8779
43209,5429,Positive,0.0,0.0,42.0,213.0,4,9,8780
43209,6240,Matched Negative,0.0,0.0,42.0,151.0,4,9,8780
29297,3385,Positive,0.050686247646808624,0.05000000074505806,43.0,614.0,4,9,8781
29297,4517,Matched Negative,0.0,0.0,43.0,208.0,4,9,8781
42544,32075,Positive,0.0,0.0,43.0,26.0,4,2,8782
42544,32288,Matched Negative,0.0,0.0,43.0,26.0,4,2,8782
35151,4848,Positive,0.0,0.0,44.0,263.0,4,9,8783
35151,5703,Matched Negative,0.0,0.0,44.0,113.0,4,9,8783
19771,11094,Positive,0.0,0.0,44.0,37.0,4,5,8784
19771,18765,Matched Negative,0.0,0.0,44.0,41.0,4,5,8784
46700,5996,Positive,0.0,0.0,43.0,52.0,4,6,8785
46700,18656,Matched Negative,0.0,0.0,43.0,43.0,4,6,8785
15480,18070,Positive,0.0,0.0,43.0,19.0,4,1,8786
15480,32831,Matched Negative,0.0,0.0,43.0,22.0,4,1,8786
26350,954,Positive,0.0,0.0,43.0,331.0,4,9,8787
26350,1592,Matched Negative,0.0,0.0,43.0,387.0,4,9,8787
24468,616,Positive,0.0,0.0,44.0,194.0,4,9,8788
24468,4004,Matched Negative,0.0,0.0,44.0,218.0,4,9,8788
41760,3932,Positive,0.0,0.0,43.0,66.0,4,7,8789
41760,33020,Matched Negative,0.0,0.0,43.0,65.0,4,7,8789
16741,15746,Positive,0.0,0.0,43.0,42.0,4,5,8790
16741,36414,Matched Negative,0.0,0.0,43.0,37.0,4,5,8790
9977,33130,Positive,0.0,0.0,44.0,38.0,4,5,8791
9977,25606,Matched Negative,0.0,0.0,44.0,40.0,4,5,8791
212,8661,Positive,0.0,0.0,43.0,18.0,4,0,8792
212,30551,Matched Negative,0.0,0.06451612710952759,43.0,17.0,4,0,8792
33684,7086,Positive,0.049736056476831436,0.0,42.0,39.0,4,5,8793
33684,35467,Matched Negative,0.0,0.0,42.0,42.0,4,5,8793
46915,25565,Positive,0.0972733125090599,0.06521739065647125,44.0,47.0,4,6,8794
46915,34050,Matched Negative,0.0,0.0,44.0,47.0,4,6,8794
35694,1209,Positive,0.06750541180372238,0.06616519391536713,43.0,135.0,4,9,8795
35694,9328,Matched Negative,0.0,0.0,43.0,121.0,4,9,8795
34386,12932,Positive,0.05000000074505806,0.0,43.0,24.0,4,2,8796
34386,28069,Matched Negative,0.0,0.0,43.0,25.0,4,2,8796
12696,1003,Positive,0.0,0.0,44.0,304.0,4,9,8797
12696,1603,Matched Negative,0.0,0.0,44.0,184.0,4,9,8797
